ano, estado, municipio, obitos
2015, AC, Brasiléia, 106
2015, AC, Bujari, 17
2015, AC, Cruzeiro do Sul, 438
2015, AC, Epitaciolândia, 32
2015, AC, Feijó, 116
2015, AC, Mâncio Lima, 29
2015, AC, Manoel Urbano, 40
2015, AC, Plácido de Castro, 30
2015, AC, Rio Branco, 1557
2015, AC, Rodrigues Alves, 22
2015, AC, Senador Guiomard, 49
2015, AC, Sena Madureira, 43
2015, AC, Xapuri, 45
2015, AC, Porto Walter, 11
2015, AC, Santa Rosa do Purus, 7
2015, AC, Acrelândia, 7
2015, AC, Tarauacá, 14
2015, AC, Assis Brasil, 1
2015, AL, Arapiraca, 544
2015, AL, Atalaia, 111
2015, AL, Barra de São Miguel, 7
2015, AL, Belém, 33
2015, AL, Canapi, 60
2015, AL, Craíbas, 56
2015, AL, Jacuípe, 9
2015, AL, Jaramataia, 10
2015, AL, Jundiá, 20
2015, AL, Junqueiro, 66
2015, AL, Lagoa da Canoa, 90
2015, AL, Maceio, 4551
2015, AL, Major Isidoro, 10
2015, AL, Maragogi, 74
2015, AL, Matriz de Camaragibe, 91
2015, AL, Olho D'água das Flores, 3
2015, AL, Olho D'água do Casado, 29
2015, AL, Palestina, 15
2015, AL, Palmeira dos Índios, 655
2015, AL, Pão de Açúcar, 30
2015, AL, Penedo, 344
2015, AL, Piranhas, 38
2015, AL, Poço das Trincheiras, 21
2015, AL, Porto Calvo, 26
2015, AL, Porto de Pedras, 6
2015, AL, Porto Real do Colégio, 56
2015, AL, Quebrangulo, 44
2015, AL, Roteiro, 14
2015, AL, Santana do Ipanema, 479
2015, AL, São José da Laje, 72
2015, AL, São Luís do Quitunde, 91
2015, AL, Satuba, 27
2015, AL, Teotônio Vilela, 14
2015, AL, União dos Palmares, 142
2015, AL, Capela, 3
2015, AL, Dois Riachos, 30
2015, AL, Piaçabuçu, 6
2015, AL, Santana do Mundaú, 2
2015, AL, Feira Grande, 25
2015, AL, Marechal Deodoro, 2
2015, AL, Branquinha, 1
2015, AL, Girau do Ponciano, 2
2015, AL, Messias, 36
2015, AL, Murici, 1
2015, AL, Ouro Branco, 15
2015, AL, Sao Miguel dos Campos, 3
2015, AL, São Sebastião, 2
2015, AL, Boca da Mata, 1
2015, AL, Minador do Negrão, 14
2015, AL, São Brás, 2
2015, AL, Traipu, 1
2015, AL, Cacimbinhas, 1
2015, AL, Rio Largo, 16
2015, AL, São Miguel dos Milagres, 4
2015, AL, Água Branca, 37
2015, AL, Taquarana, 24
2015, AL, Viçosa, 1
2015, AL, Inhapi, 2
2015, AL, Jequiá da Praia, 6
2015, AL, Campestre, 2
2015, AL, Flexeiras, 1
2015, AL, Mata Grande, 9
2015, AP, Ferreira Gomes, 17
2015, AP, Macapa, 2032
2015, AP, Santana, 279
2015, AP, Mazagão, 15
2015, AP, Porto Grande, 1
2015, AM, Borba, 47
2015, AM, Ipixuna, 26
2015, AM, Manaus, 2798
2015, AM, Tabatinga, 74
2015, AM, Tapauá, 38
2015, AM, Itapiranga, 30
2015, AM, Itacoatiara, 51
2015, BA, Acajutiba, 92
2015, BA, Alagoinhas, 801
2015, BA, Alcobaça, 55
2015, BA, Almadina, 32
2015, BA, Amargosa, 178
2015, BA, Amelia Rodrigues, 92
2015, BA, Angical, 5
2015, BA, Antas, 123
2015, BA, Antônio Gonçalves, 43
2015, BA, Aporá, 28
2015, BA, Araças, 44
2015, BA, Aramari, 23
2015, BA, Barra, 166
2015, BA, Barra da Estiva, 170
2015, BA, Barra do Choça, 157
2015, BA, Barreiras, 1149
2015, BA, Belmonte, 118
2015, BA, Bom Jesus da Lapa, 445
2015, BA, Boninal, 79
2015, BA, Brejoes, 106
2015, BA, Buritirama, 39
2015, BA, Caatiba, 34
2015, BA, Cachoeira, 209
2015, BA, Caculé, 201
2015, BA, Caetité, 218
2015, BA, Cairu, 11
2015, BA, Caldeirão Grande, 53
2015, BA, Camaçari, 1035
2015, BA, Camamu, 91
2015, BA, Campo Formoso, 318
2015, BA, Canarana, 64
2015, BA, Canavieiras, 168
2015, BA, Candeias, 513
2015, BA, Cândido Sales, 54
2015, BA, Casa Nova, 294
2015, BA, Castro Alves, 173
2015, BA, Catu, 117
2015, BA, Caturama, 38
2015, BA, Cipó, 60
2015, BA, Coaraci, 200
2015, BA, Cocos, 56
2015, BA, Conceição do Almeida, 71
2015, BA, Conceição do Jacuípe, 185
2015, BA, Conde, 90
2015, BA, Condeúba, 115
2015, BA, Coração de Maria, 96
2015, BA, Coronel João Sá, 1
2015, BA, Cruz das Almas, 338
2015, BA, Curaçá, 75
2015, BA, Dias D'Ávila, 275
2015, BA, Dom Basílio, 60
2015, BA, Dom Macedo Costa, 27
2015, BA, Entre Rios, 184
2015, BA, Esplanada, 176
2015, BA, Euclides da Cunha, 305
2015, BA, Eunapolis, 693
2015, BA, Feira de Santana, 4315
2015, BA, Formosa do Rio Preto, 66
2015, BA, Gavião, 34
2015, BA, Governador Mangabeira, 87
2015, BA, Guanambi, 550
2015, BA, Iaçu, 134
2015, BA, Ibicaraí, 164
2015, BA, Ibipitanga, 77
2015, BA, Ibotirama, 152
2015, BA, Ichu, 28
2015, BA, Iguaí, 51
2015, BA, Ilheus, 1069
2015, BA, Inhambupe, 40
2015, BA, Ipiau, 275
2015, BA, Ipirá, 384
2015, BA, Irará, 156
2015, BA, Itabela, 134
2015, BA, Itaberaba, 394
2015, BA, Itabuna, 1809
2015, BA, Itagi, 63
2015, BA, Itagibá, 31
2015, BA, Itagimirim, 32
2015, BA, Itajuípe, 78
2015, BA, Itamaraju, 350
2015, BA, Itaparica, 35
2015, BA, Itapebi, 50
2015, BA, Itapetinga, 426
2015, BA, Itaquara, 50
2015, BA, Itatim, 87
2015, BA, Itororó, 90
2015, BA, Jacaraci, 49
2015, BA, Jacobina, 485
2015, BA, Jaguaquara, 268
2015, BA, Jaguaripe, 61
2015, BA, Jequié, 949
2015, BA, Jeremoabo, 163
2015, BA, Juazeiro, 1174
2015, BA, Jussiape, 68
2015, BA, Lajedo do Tabocal, 43
2015, BA, Lauro de Freitas, 86
2015, BA, Licínio de Almeida, 45
2015, BA, Livramento de Nossa Senhora, 210
2015, BA, Luís Eduardo Magalhães, 163
2015, BA, Macaúbas, 201
2015, BA, Maracás, 149
2015, BA, Maragogipe, 128
2015, BA, Maraú, 39
2015, BA, Mata de Sao Joao, 49
2015, BA, Medeiros Neto, 4
2015, BA, Miguel Calmon, 161
2015, BA, Monte Santo, 257
2015, BA, Morpará, 34
2015, BA, Mucuri, 116
2015, BA, Mutuípe, 59
2015, BA, Nazaré, 183
2015, BA, Nilo Peçanha, 52
2015, BA, Nova Viçosa, 13
2015, BA, Olindina, 209
2015, BA, Palmas de Monte Alto, 130
2015, BA, Paramirim, 136
2015, BA, Paripiranga, 154
2015, BA, Paulo Afonso, 724
2015, BA, Pé de Serra, 63
2015, BA, Pedro Alexandre, 28
2015, BA, Piatã, 111
2015, BA, Pindobaçu, 79
2015, BA, Piripá, 63
2015, BA, Piritiba, 116
2015, BA, Poções, 257
2015, BA, Pojuca, 167
2015, BA, Porto Seguro, 671
2015, BA, Prado, 125
2015, BA, Rafael Jambeiro, 62
2015, BA, Remanso, 189
2015, BA, Riachão do Jacuípe, 209
2015, BA, Ribeira do Pombal, 213
2015, BA, Rio do Antônio, 58
2015, BA, Rio Real, 257
2015, BA, Salvador, 9269
2015, BA, Santa Bárbara, 87
2015, BA, Santa Cruz Cabrália, 110
2015, BA, Santa Maria da Vitória, 216
2015, BA, Santa Rita de Cássia, 167
2015, BA, Santo Amaro, 201
2015, BA, Santo Estêvão, 375
2015, BA, São Desidério, 64
2015, BA, São Felipe, 91
2015, BA, Sao Francisco do Conde, 143
2015, BA, São Sebastião do Passé, 183
2015, BA, Sátiro Dias, 91
2015, BA, Saúde, 67
2015, BA, Seabra, 150
2015, BA, Sebastião Laranjeiras, 52
2015, BA, Senhor do Bonfim, 390
2015, BA, Serrinha, 483
2015, BA, Tanhaçu, 64
2015, BA, Taperoá, 52
2015, BA, Teixeira de Freitas, 1044
2015, BA, Terra Nova, 71
2015, BA, Ubaitaba, 122
2015, BA, Una, 94
2015, BA, Urandi, 89
2015, BA, Uruçuca, 98
2015, BA, Vera Cruz, 59
2015, BA, Xique-Xique, 213
2015, BA, Aiquara, 16
2015, BA, Anguera, 19
2015, BA, Aratuípe, 5
2015, BA, Lafaiete Coutinho, 12
2015, BA, Marcionílio Souza, 33
2015, BA, Teodoro Sampaio, 51
2015, BA, Apuarema, 10
2015, BA, Muritiba, 24
2015, BA, Nova Itarana, 12
2015, BA, Araci, 1
2015, BA, Cabaceiras do Paraguaçu, 27
2015, BA, Conceição da Feira, 1
2015, BA, Cordeiros, 6
2015, BA, São Félix, 59
2015, BA, São Gonçalo dos Campos, 6
2015, BA, Santa Luzia, 3
2015, BA, Lamarão, 6
2015, BA, Riachão das Neves, 10
2015, BA, Belo Campo, 1
2015, BA, Presidente Tancredo Neves, 5
2015, BA, Santana, 1
2015, BA, Ibitiara, 1
2015, BA, Itambé, 7
2015, BA, Morro do Chapéu, 3
2015, BA, Sobradinho, 2
2015, CE, Acarapé, 52
2015, CE, Aracati, 69
2015, CE, Aratuba, 59
2015, CE, Barreira, 68
2015, CE, Beberibe, 57
2015, CE, Bela Cruz, 103
2015, CE, Campos Sales, 137
2015, CE, Carnaubal, 68
2015, CE, Catarina, 69
2015, CE, Caucaia, 96
2015, CE, Coreaú, 19
2015, CE, Fortaleza, 2966
2015, CE, Fortim, 43
2015, CE, Granja, 30
2015, CE, Hidrolândia, 10
2015, CE, Independência, 7
2015, CE, Ipaporanga, 60
2015, CE, Irauçuba, 62
2015, CE, Itapiúna, 25
2015, CE, Itarema, 13
2015, CE, Jaguaretama, 98
2015, CE, Jaguaribe, 16
2015, CE, Lavras da Mangabeira, 165
2015, CE, Limoeiro do Norte, 216
2015, CE, Madalena, 101
2015, CE, Maracanau, 719
2015, CE, Marco, 23
2015, CE, Monsenhor Tabosa, 79
2015, CE, Nova Russas, 141
2015, CE, Novo Oriente, 197
2015, CE, Ocara, 70
2015, CE, Orós, 14
2015, CE, Pacatuba, 113
2015, CE, Palmácia, 38
2015, CE, Paracuru, 155
2015, CE, Penaforte, 50
2015, CE, Russas, 307
2015, CE, Salitre, 67
2015, CE, Santa Quitéria, 167
2015, CE, Senador Pompeu, 36
2015, CE, Tabuleiro do Norte, 145
2015, CE, Tianguá, 226
2015, CE, Trairi, 1
2015, CE, Ubajara, 22
2015, CE, Viçosa do Ceará, 101
2015, CE, Caririaçu, 1
2015, CE, Guaramiranga, 19
2015, CE, Iguatu, 16
2015, CE, Piquet Carneiro, 86
2015, CE, Quixeramobim, 344
2015, CE, São Gonçalo do Amarante, 39
2015, CE, Ibiapina, 5
2015, CE, Itaiçaba, 31
2015, CE, Palhano, 24
2015, CE, Barbalha, 688
2015, CE, Quixadá, 4
2015, CE, Tauá, 232
2015, CE, Mulungu, 1
2015, CE, Potiretama, 1
2015, CE, São Benedito, 68
2015, CE, Maranguape, 25
2015, CE, Pedra Branca, 1
2015, CE, Sobral, 2
2015, CE, Milhã, 6
2015, DF, Brasília, 4545
2015, DF, Brazlândia, 275
2015, DF, Ceilandia, 1429
2015, DF, Gama, 1444
2015, DF, Guará, 2783
2015, DF, Núcleo Bandeirantes, 307
2015, DF, Paranoá, 492
2015, DF, Planaltina, 503
2015, DF, Samambaia, 429
2015, DF, Sobradinho, 520
2015, DF, Taguatinga, 1296
2015, ES, Afonso Claudio, 150
2015, ES, Água Doce do Norte, 25
2015, ES, Alegre, 145
2015, ES, Alfredo Chaves, 36
2015, ES, Alto Rio Novo, 46
2015, ES, Anchieta, 135
2015, ES, Apiacá, 34
2015, ES, Aracruz, 356
2015, ES, Atilio Vivacqua, 35
2015, ES, Baixo Guandu, 187
2015, ES, Barra de São Francisco, 368
2015, ES, Boa Esperança, 47
2015, ES, Bom Jesus do Norte, 29
2015, ES, Brejetuba, 22
2015, ES, Cachoeiro de Itapemirim, 1904
2015, ES, Cariacica, 1175
2015, ES, Castelo, 198
2015, ES, Colatina, 1455
2015, ES, Conceição da Barra, 23
2015, ES, Conceição do Castelo, 50
2015, ES, Domingos Martins, 196
2015, ES, Ecoporanga, 115
2015, ES, Fundão, 60
2015, ES, Governador Lindenberg, 22
2015, ES, Guaçuí, 293
2015, ES, Guarapari, 332
2015, ES, Ibatiba, 114
2015, ES, Ibiraçu, 37
2015, ES, Ibitirama, 26
2015, ES, Iconha, 56
2015, ES, Irupi, 37
2015, ES, Itaguaçu, 60
2015, ES, Itapemirim, 179
2015, ES, Itarana, 45
2015, ES, Iúna, 132
2015, ES, Jaguaré, 63
2015, ES, Jerônimo Monteiro, 55
2015, ES, João Neiva, 86
2015, ES, Laranja da Terra, 73
2015, ES, Linhares, 966
2015, ES, Mantenópolis, 40
2015, ES, Marataízes, 72
2015, ES, Marechal Floriano, 40
2015, ES, Marilândia, 26
2015, ES, Mimoso do Sul, 118
2015, ES, Montanha, 66
2015, ES, Mucurici, 35
2015, ES, Muniz Freire, 75
2015, ES, Muqui, 61
2015, ES, Nova Venécia, 190
2015, ES, Pancas, 92
2015, ES, Pedro Canário, 64
2015, ES, Pinheiros, 86
2015, ES, Piuma, 86
2015, ES, Ponto Belo, 11
2015, ES, Rio Bananal, 48
2015, ES, Rio Novo do Sul, 34
2015, ES, Santa Leopoldina, 46
2015, ES, Santa Maria de Jetiba, 160
2015, ES, Santa Teresa, 171
2015, ES, São Gabriel da Palha, 127
2015, ES, São José do Calçado, 82
2015, ES, São Mateus, 1209
2015, ES, Serra, 2916
2015, ES, Sooretama, 54
2015, ES, Vargem Alta, 48
2015, ES, Venda Nova do Imigrante, 113
2015, ES, Viana, 168
2015, ES, Vila Pavão, 22
2015, ES, Vila Valério, 42
2015, ES, Vila Velha, 2827
2015, ES, Vitória, 4141
2015, ES, Divino de São Lourenço, 9
2015, ES, São Domingos do Norte, 39
2015, ES, São Roque do Canaã, 27
2015, ES, Águia Branca, 24
2015, ES, Presidente Kennedy, 1
2015, GO, Águas Lindas de Goiás, 351
2015, GO, Anapolis, 2675
2015, GO, Anicuns, 68
2015, GO, Aparecida de Goiania, 1238
2015, GO, Aporé, 18
2015, GO, Aragoiânia, 37
2015, GO, Bom Jesus de Goiás, 124
2015, GO, Buriti Alegre, 48
2015, GO, Cachoeira Alta, 43
2015, GO, Cachoeira Dourada, 31
2015, GO, Caldas Novas, 381
2015, GO, Campinaçu, 21
2015, GO, Campo Limpo de Goiás, 15
2015, GO, Castelândia, 16
2015, GO, Catalao, 529
2015, GO, Cezarina, 39
2015, GO, Cidade Ocidental, 106
2015, GO, Cocalzinho de Goias, 58
2015, GO, Corumbá de Goiás, 41
2015, GO, Cristalina, 209
2015, GO, Cristianópolis, 20
2015, GO, Doverlândia, 1
2015, GO, Edéia, 46
2015, GO, Fazenda Nova, 33
2015, GO, Formosa, 606
2015, GO, Formoso, 15
2015, GO, Goianésia, 380
2015, GO, Goiânia, 12968
2015, GO, Goianira, 130
2015, GO, Hidrolina, 4
2015, GO, Inaciolândia, 19
2015, GO, Inhumas, 266
2015, GO, Iporá, 208
2015, GO, Itaguaru, 24
2015, GO, Itapirapuã, 43
2015, GO, Itapuranga, 89
2015, GO, Itumbiara, 171
2015, GO, Jaraguá, 168
2015, GO, Luziânia, 614
2015, GO, Mara Rosa, 57
2015, GO, Maurilândia, 47
2015, GO, Mineiros, 258
2015, GO, Montividiu, 27
2015, GO, Nazário, 60
2015, GO, Niquelandia, 187
2015, GO, Nova América, 15
2015, GO, Nova Roma, 14
2015, GO, Novo Gama, 155
2015, GO, Palmeiras de Goiás, 126
2015, GO, Perolândia, 7
2015, GO, Planaltina, 30
2015, GO, Pontalina, 125
2015, GO, Porangatu, 213
2015, GO, Porteirão, 11
2015, GO, Professor Jamil, 15
2015, GO, Rialma, 48
2015, GO, Rio Quente, 5
2015, GO, Sanclerlândia, 19
2015, GO, Santa Fé de Goiás, 27
2015, GO, Santo Antônio de Goiás, 12
2015, GO, Santo Antônio do Descoberto, 193
2015, GO, São Francisco de Goiás, 17
2015, GO, São Luís de Montes Belos, 136
2015, GO, Senador Canedo, 478
2015, GO, Serranópolis, 19
2015, GO, Terezópolis de Goiás, 9
2015, GO, Turvânia, 18
2015, GO, Uruaçu, 210
2015, GO, Valparaíso de Goiás, 311
2015, GO, Varjão, 10
2015, GO, Vianópolis, 50
2015, GO, Vicentinópolis, 38
2015, GO, Abadia de Goiás, 27
2015, GO, Alexania, 111
2015, GO, Anhanguera, 4
2015, GO, Bonópolis, 11
2015, GO, Cabeceiras, 6
2015, GO, Campo Alegre de Goiás, 17
2015, GO, Goianápolis, 2
2015, GO, Hidrolândia, 4
2015, GO, Israelândia, 10
2015, GO, Ouro Verde de Goiás, 7
2015, GO, São João da Paraúna, 9
2015, GO, Vila Propício, 14
2015, GO, Aloândia, 13
2015, GO, Firminópolis, 17
2015, GO, Marzagão, 4
2015, GO, Matrinchã, 20
2015, GO, Paraúna, 1
2015, GO, Rianápolis, 16
2015, GO, Santa Rita do Novo Destino, 6
2015, GO, Teresina de Goiás, 8
2015, GO, Trombas, 14
2015, GO, Alto Paraíso de Goiás, 11
2015, GO, Cromínia, 11
2015, GO, Aparecida do Rio Doce, 3
2015, GO, Córrego do Ouro, 6
2015, GO, Ipiranga de Goiás, 4
2015, GO, Arenópolis, 8
2015, GO, Acreúna, 1
2015, GO, Nova Veneza, 3
2015, GO, Piracanjuba, 1
2015, GO, Abadiânia, 21
2015, GO, Rio Verde, 228
2015, GO, Bela Vista de Goiás, 1
2015, GO, Caçu, 1
2015, GO, Nova Gloria, 3
2015, MA, Açailandia, 262
2015, MA, Alcântara, 35
2015, MA, Alto Alegre do Pindare, 50
2015, MA, Alto Parnaíba, 20
2015, MA, Barra do Corda, 177
2015, MA, Barreirinhas, 102
2015, MA, Bela Vista do Maranhão, 11
2015, MA, Buritirana, 29
2015, MA, Campestre do Maranhão, 42
2015, MA, Chapadinha, 28
2015, MA, Feira Nova do Maranhão, 28
2015, MA, Formosa da Serra Negra, 41
2015, MA, Governador Edson Lobão, 36
2015, MA, Governador Newton Bello, 28
2015, MA, Governador Nunes Freire, 139
2015, MA, Icatu, 1
2015, MA, Itinga do Maranhão, 47
2015, MA, Junco do Maranhão, 13
2015, MA, Lagoa do Mato, 23
2015, MA, Maracaçumé, 20
2015, MA, Mirador, 39
2015, MA, Miranda do Norte, 47
2015, MA, Olinda Nova do Maranhão, 29
2015, MA, Parnarama, 91
2015, MA, Porto Franco, 97
2015, MA, Sambaíba, 21
2015, MA, São Domingos do Azeitão, 11
2015, MA, São Domingos do Maranhão, 124
2015, MA, São Félix de Balsas, 10
2015, MA, São João do Paraíso, 33
2015, MA, São João dos Patos, 105
2015, MA, São Luís Gonzaga do Maranhão, 67
2015, MA, São Pedro da Água Branca, 27
2015, MA, Senador La Roque, 45
2015, MA, Tasso Fragoso, 22
2015, MA, Vargem Grande, 122
2015, MA, Vila Nova dos Martírios, 23
2015, MA, Amapá do Maranhão, 21
2015, MA, Cachoeira Grande, 8
2015, MA, Cidelândia, 14
2015, MA, Lajeado Novo, 17
2015, MA, Raposa, 32
2015, MA, Ribamar Fiquene, 13
2015, MA, Tuntum, 38
2015, MA, Tutóia, 177
2015, MA, Riachão, 1
2015, MA, Santa Helena, 32
2015, MA, Buriti, 15
2015, MA, Caxias, 1
2015, MA, Codó, 1
2015, MA, Conceição do Lago-Açu, 12
2015, MA, Governador Luiz Rocha, 10
2015, MA, Paraibano, 23
2015, MA, Sucupira do Norte, 9
2015, MA, Bom Lugar, 8
2015, MA, Lagoa Grande do Maranhão, 2
2015, MA, São João do Soter, 13
2015, MA, Zé Doca, 1
2015, MA, Araguanã, 5
2015, MA, Pio Xii, 17
2015, MA, Arari, 23
2015, MA, Igarapé Grande, 10
2015, MA, Itaipava do Grajaú, 5
2015, MA, Humberto de Campos, 3
2015, MA, Jatobá, 3
2015, MA, Apicum-Açu, 1
2015, MA, Bacabal, 4
2015, MA, Governador Eugênio Barros, 2
2015, MA, Grajaú, 1
2015, MA, Mata Roma, 5
2015, MA, Morros, 9
2015, MA, São Luís, 1
2015, MT, Água Boa, 115
2015, MT, Alta Floresta, 324
2015, MT, Alto Araguaia, 75
2015, MT, Alto Garças, 30
2015, MT, Alto Taquari, 16
2015, MT, Apiacás, 18
2015, MT, Araguaiana, 12
2015, MT, Araputanga, 55
2015, MT, Arenápolis, 53
2015, MT, Aripuanã, 57
2015, MT, Barra do Bugres, 127
2015, MT, Barra do Garças, 419
2015, MT, Brasnorte, 64
2015, MT, Cáceres, 1788
2015, MT, Campo Novo do Parecis, 82
2015, MT, Campos de Júlio, 15
2015, MT, Campo Verde, 126
2015, MT, Canarana, 64
2015, MT, Carlinda, 19
2015, MT, Cláudia, 18
2015, MT, Colíder, 247
2015, MT, Colniza, 58
2015, MT, Comodoro, 66
2015, MT, Confresa, 79
2015, MT, Cuiaba, 5633
2015, MT, Diamantino, 63
2015, MT, Dom Aquino, 44
2015, MT, General Carneiro, 30
2015, MT, Glória D'oeste, 20
2015, MT, Guarantã do Norte, 119
2015, MT, Guiratinga, 61
2015, MT, Itanhangá, 9
2015, MT, Itaúba, 16
2015, MT, Itiquira, 37
2015, MT, Jaciara, 113
2015, MT, Jauru, 42
2015, MT, Juara, 124
2015, MT, Juína, 290
2015, MT, Juruena, 22
2015, MT, Juscimeira, 38
2015, MT, Lucas do Rio Verde, 112
2015, MT, Marcelândia, 37
2015, MT, Matupá, 56
2015, MT, Mirassol D'oeste, 146
2015, MT, Nobres, 59
2015, MT, Nortelândia, 39
2015, MT, Nossa Senhora do Livramento, 10
2015, MT, Nova Bandeirantes, 42
2015, MT, Nova Canaã do Norte, 26
2015, MT, Nova Guarita, 25
2015, MT, Nova Lacerda, 11
2015, MT, Nova Maringá, 14
2015, MT, Nova Monte Verde, 20
2015, MT, Nova Mutum, 109
2015, MT, Nova Xavantina, 83
2015, MT, Novo Mundo, 19
2015, MT, Paranaíta, 27
2015, MT, Paranatinga, 86
2015, MT, Pedra Preta, 73
2015, MT, Peixoto de Azevedo, 144
2015, MT, Pontal do Araguaia, 4
2015, MT, Pontes e Lacerda, 129
2015, MT, Porto Alegre do Norte, 35
2015, MT, Porto dos Gaúchos, 25
2015, MT, Primavera do Leste, 283
2015, MT, Querência, 40
2015, MT, Ribeirão Cascalheira, 58
2015, MT, Rio Branco, 39
2015, MT, Rondonópolis, 1649
2015, MT, Rosário Oeste, 70
2015, MT, Santa Terezinha, 34
2015, MT, Santo Afonso, 13
2015, MT, São José do Povo, 17
2015, MT, São José dos Quatro Marcos, 57
2015, MT, Sinop, 716
2015, MT, Sorriso, 548
2015, MT, Tabaporã, 27
2015, MT, Tangará da Serra, 518
2015, MT, Tapurah, 20
2015, MT, Terra Nova do Norte, 65
2015, MT, Tesouro, 17
2015, MT, Torixoréu, 17
2015, MT, União do Sul, 8
2015, MT, Varzea Grande, 327
2015, MT, Vera, 15
2015, MT, Vila Bela da Santíssima Trindade, 38
2015, MT, Vila Rica, 70
2015, MT, Acorizal, 13
2015, MT, Alto Paraguai, 29
2015, MT, Cotriguaçu, 24
2015, MT, Denise, 20
2015, MT, Feliz Natal, 11
2015, MT, Poxoréo, 5
2015, MT, Santo Antônio do Leverger, 12
2015, MT, Castanheira, 14
2015, MT, Jangada, 16
2015, MT, Luciára, 5
2015, MT, Nova Marilândia, 7
2015, MT, Nova Ubiratã, 16
2015, MT, Poconé, 44
2015, MT, Rondolândia, 7
2015, MT, Santa Cruz do Xingu, 3
2015, MT, Sapezal, 1
2015, MT, Canabrava do Norte, 7
2015, MT, Santa Rita do Trivelato, 4
2015, MT, Figueirópolis D'oeste, 6
2015, MT, Novo Horizonte do Norte, 6
2015, MT, Ipiranga do Norte, 2
2015, MT, Planalto da Serra, 4
2015, MS, Água Clara, 31
2015, MS, Anaurilândia, 48
2015, MS, Bandeirantes, 16
2015, MS, Bataguassu, 78
2015, MS, Batayporã, 49
2015, MS, Bela Vista, 71
2015, MS, Bodoquena, 35
2015, MS, Camapuã, 63
2015, MS, Campo Grande, 3784
2015, MS, Corguinho, 22
2015, MS, Coxim, 163
2015, MS, Dois Irmãos do Buriti, 33
2015, MS, Dourados, 2165
2015, MS, Fátima do Sul, 25
2015, MS, Guia Lopes da Laguna, 56
2015, MS, Iguatemi, 2
2015, MS, Itaquiraí, 68
2015, MS, Ivinhema, 104
2015, MS, Japorã, 22
2015, MS, Juti, 29
2015, MS, Miranda, 95
2015, MS, Mundo Novo, 125
2015, MS, Nova Alvorada do Sul, 80
2015, MS, Ponta Porã, 35
2015, MS, Rio Brilhante, 97
2015, MS, Rio Negro, 34
2015, MS, São Gabriel do Oeste, 65
2015, MS, Sidrolândia, 165
2015, MS, Sonora, 41
2015, MS, Terenos, 44
2015, MS, Alcinópolis, 8
2015, MS, Angélica, 44
2015, MS, Laguna Carapã, 8
2015, MS, Rochedo, 8
2015, MS, Santa Rita do Pardo, 24
2015, MS, Aral Moreira, 27
2015, MS, Paraíso das Águas, 8
2015, MS, Figueirão, 12
2015, MS, Aquidauana, 2
2015, MS, Eldorado, 25
2015, MS, Maracaju, 2
2015, MS, Caarapo, 26
2015, MS, Antônio João, 17
2015, MS, Amambaí, 59
2015, MS, Jardim, 29
2015, MS, Jateí, 2
2015, MS, Naviraí, 10
2015, MS, Corumba, 50
2015, MS, Douradina, 3
2015, MS, Glória de Dourados, 8
2015, MS, Itaporã, 8
2015, MS, Ladario, 4
2015, MS, Três Lagoas, 61
2015, MG, Abadia dos Dourados, 33
2015, MG, Abaeté, 201
2015, MG, Abre Campo, 84
2015, MG, Acaiaca, 18
2015, MG, Açucena, 13
2015, MG, Água Boa, 43
2015, MG, Aguanil, 14
2015, MG, Águas Formosas, 188
2015, MG, Águas Vermelhas, 66
2015, MG, Aimorés, 150
2015, MG, Aiuruoca, 109
2015, MG, Alagoa, 21
2015, MG, Alem Paraiba, 350
2015, MG, Alfenas, 1019
2015, MG, Alfredo Vasconcelos, 11
2015, MG, Almenara, 287
2015, MG, Alpinópolis, 98
2015, MG, Alterosa, 76
2015, MG, Alto Jequitibá, 19
2015, MG, Alto Rio Doce, 66
2015, MG, Alvarenga, 16
2015, MG, Alvinópolis, 69
2015, MG, Amparo da Serra, 13
2015, MG, Andradas, 258
2015, MG, Andrelândia, 85
2015, MG, Angelândia, 12
2015, MG, Antônio Carlos, 32
2015, MG, Antônio Dias, 31
2015, MG, Aracitaba, 3
2015, MG, Araguari, 834
2015, MG, Araponga, 18
2015, MG, Araporã, 22
2015, MG, Arapuá, 7
2015, MG, Araxa, 655
2015, MG, Arceburgo, 54
2015, MG, Arcos, 206
2015, MG, Areado, 77
2015, MG, Argirita, 7
2015, MG, Ataléia, 41
2015, MG, Augusto de Lima, 6
2015, MG, Baependi, 217
2015, MG, Baldim, 36
2015, MG, Bambuí, 189
2015, MG, Barao de Cocais, 117
2015, MG, Barbacena, 1100
2015, MG, Barra Longa, 12
2015, MG, Barroso, 128
2015, MG, Bela Vista de Minas, 22
2015, MG, Belo Horizonte, 19090
2015, MG, Belo Oriente, 52
2015, MG, Belo Vale, 14
2015, MG, Berilo, 49
2015, MG, Berizal, 10
2015, MG, Betim, 2171
2015, MG, Bias Fortes, 15
2015, MG, Bicas, 102
2015, MG, Bocaiúva, 276
2015, MG, Bom Despacho, 262
2015, MG, Bom Jardim de Minas, 41
2015, MG, Bom Jesus do Amparo, 20
2015, MG, Bom Jesus do Galho, 49
2015, MG, Bom Sucesso, 131
2015, MG, Bonfim, 26
2015, MG, Bonfinópolis de Minas, 23
2015, MG, Bonito de Minas, 32
2015, MG, Borda da Mata, 79
2015, MG, Botelhos, 75
