ano, estado, municipio, obitos
2018, MG, Itatiaiuçu, 64
2018, MG, Itaú de Minas, 96
2018, MG, Itauna, 648
2018, MG, Itaverava, 24
2018, MG, Itinga, 79
2018, MG, Itueta, 33
2018, MG, Ituiutaba, 836
2018, MG, Itumirim, 26
2018, MG, Itutinga, 30
2018, MG, Jaboticatubas, 98
2018, MG, Jacinto, 77
2018, MG, Jacuí, 61
2018, MG, Jacutinga, 193
2018, MG, Jaíba, 168
2018, MG, Jampruca, 23
2018, MG, Janaúba, 488
2018, MG, Januária, 372
2018, MG, Japaraíba, 15
2018, MG, Japonvar, 65
2018, MG, Jeceaba, 42
2018, MG, Jenipapo de Minas, 40
2018, MG, Jequeri, 104
2018, MG, Jequitaí, 55
2018, MG, Jequitibá, 31
2018, MG, Jequitinhonha, 175
2018, MG, Jesuânia, 40
2018, MG, Joaíma, 113
2018, MG, Joao Monlevade, 495
2018, MG, Joao Pinheiro, 351
2018, MG, Joaquim Felício, 45
2018, MG, Jordânia, 148
2018, MG, Josenópolis, 34
2018, MG, Juatuba, 114
2018, MG, Juiz de Fora, 4586
2018, MG, Juramento, 13
2018, MG, Juruaia, 52
2018, MG, Juvenília, 20
2018, MG, Ladainha, 114
2018, MG, Lagamar, 63
2018, MG, Lagoa da Prata, 287
2018, MG, Lagoa dos Patos, 22
2018, MG, Lagoa Dourada, 74
2018, MG, Lagoa Formosa, 109
2018, MG, Lagoa Santa, 281
2018, MG, Lajinha, 133
2018, MG, Lambari, 178
2018, MG, Lamim, 21
2018, MG, Laranjal, 68
2018, MG, Lassance, 26
2018, MG, Lavras, 719
2018, MG, Leandro Ferreira, 17
2018, MG, Leme do Prado, 16
2018, MG, Leopoldina, 480
2018, MG, Liberdade, 32
2018, MG, Lima Duarte, 149
2018, MG, Limeira do Oeste, 44
2018, MG, Luisburgo, 30
2018, MG, Luislândia, 18
2018, MG, Luminárias, 27
2018, MG, Luz, 145
2018, MG, Machacalis, 60
2018, MG, Machado, 270
2018, MG, Malacacheta, 165
2018, MG, Mamonas, 23
2018, MG, Manga, 149
2018, MG, Manhuaçu, 634
2018, MG, Manhumirim, 193
2018, MG, Mantena, 224
2018, MG, Maravilhas, 45
2018, MG, Mar de Espanha, 117
2018, MG, Maria da Fé, 88
2018, MG, Mariana, 358
2018, MG, Marilac, 39
2018, MG, Mário Campos, 55
2018, MG, Maripá de Minas, 8
2018, MG, Martinho Campos, 105
2018, MG, Martins Soares, 51
2018, MG, Mata Verde, 43
2018, MG, Materlândia, 45
2018, MG, Mateus Leme, 157
2018, MG, Mathias Lobato, 18
2018, MG, Matias Barbosa, 92
2018, MG, Matias Cardoso, 51
2018, MG, Matipó, 105
2018, MG, Mato Verde, 80
2018, MG, Matozinhos, 200
2018, MG, Matutina, 32
2018, MG, Medina, 195
2018, MG, Mendes Pimentel, 48
2018, MG, Mercês, 93
2018, MG, Mesquita, 36
2018, MG, Minas Novas, 138
2018, MG, Minduri, 17
2018, MG, Mirabela, 111
2018, MG, Miradouro, 69
2018, MG, Mirai, 103
2018, MG, Miravânia, 30
2018, MG, Moeda, 33
2018, MG, Moema, 59
2018, MG, Monsenhor Paulo, 49
2018, MG, Montalvânia, 115
2018, MG, Monte Alegre de Minas, 142
2018, MG, Monte Azul, 164
2018, MG, Monte Belo, 91
2018, MG, Monte Carmelo, 317
2018, MG, Monte Formoso, 27
2018, MG, Monte Santo de Minas, 194
2018, MG, Montes Claros, 2373
2018, MG, Monte Sião, 95
2018, MG, Montezuma, 35
2018, MG, Morada Nova de Minas, 63
2018, MG, Morro do Pilar, 27
2018, MG, Muriae, 996
2018, MG, Mutum, 199
2018, MG, Muzambinho, 166
2018, MG, Nanuque, 298
2018, MG, Naque, 52
2018, MG, Natalândia, 23
2018, MG, Natércia, 41
2018, MG, Nazareno, 71
2018, MG, Nepomuceno, 185
2018, MG, Ninheira, 59
2018, MG, Nova Belém, 23
2018, MG, Nova Era, 123
2018, MG, Nova Lima, 711
2018, MG, Nova Módica, 25
2018, MG, Nova Ponte, 11
2018, MG, Nova Porteirinha, 44
2018, MG, Nova Resende, 106
2018, MG, Nova Serrana, 307
2018, MG, Nova Uniao, 26
2018, MG, Novo Cruzeiro, 183
2018, MG, Novo Oriente de Minas, 78
2018, MG, Novorizonte, 25
2018, MG, Olaria, 17
2018, MG, Olhos D'Água, 16
2018, MG, Olímpio Noronha, 25
2018, MG, Oliveira, 309
2018, MG, Oliveira Fortes, 2
2018, MG, Oratórios, 24
2018, MG, Orizânia, 40
2018, MG, Ouro Branco, 138
2018, MG, Ouro Fino, 300
2018, MG, Ouro Preto, 212
2018, MG, Ouro Verde de Minas, 39
2018, MG, Padre Carvalho, 5
2018, MG, Padre Paraíso, 191
2018, MG, Paineiras, 48
2018, MG, Pains, 70
2018, MG, Pai Pedro, 27
2018, MG, Paiva, 11
2018, MG, Palma, 47
2018, MG, Palmópolis, 43
2018, MG, Papagaios, 98
2018, MG, Paracatu, 510
2018, MG, Para de Minas, 338
2018, MG, Paraguaçu, 165
2018, MG, Paraisópolis, 156
2018, MG, Paraopeba, 126
2018, MG, Passabém, 43
2018, MG, Passa Quatro, 126
2018, MG, Passa Tempo, 70
2018, MG, Passa Vinte, 19
2018, MG, Passos, 431
2018, MG, Patis, 31
2018, MG, Patos de Minas, 1070
2018, MG, Patrocinio, 531
2018, MG, Patrocínio do Muriaé, 29
2018, MG, Paula Cândido, 51
2018, MG, Paulistas, 37
2018, MG, Peçanha, 107
2018, MG, Pedra Azul, 175
2018, MG, Pedra Bonita, 31
2018, MG, Pedra do Indaiá, 17
2018, MG, Pedralva, 92
2018, MG, Pedras de Maria da Cruz, 47
2018, MG, Pedrinópolis, 11
2018, MG, Pedro Leopoldo, 348
2018, MG, Pequeri, 31
2018, MG, Pequi, 1
2018, MG, Perdigão, 53
2018, MG, Perdizes, 65
2018, MG, Perdões, 131
2018, MG, Periquito, 63
2018, MG, Pescador, 42
2018, MG, Piedade de Caratinga, 37
2018, MG, Piedade de Ponte Nova, 27
2018, MG, Piedade do Rio Grande, 52
2018, MG, Piedade dos Gerais, 37
2018, MG, Pimenta, 67
2018, MG, Pirajuba, 25
2018, MG, Piranga, 94
2018, MG, Piranguçu, 34
2018, MG, Piranguinho, 48
2018, MG, Pirapetinga, 107
2018, MG, Pirapora, 345
2018, MG, Piraúba, 83
2018, MG, Pitangui, 246
2018, MG, Piumhi, 260
2018, MG, Planura, 23
2018, MG, Poço Fundo, 107
2018, MG, Poços de Caldas, 1344
2018, MG, Pocrane, 84
2018, MG, Pompéu, 204
2018, MG, Ponte Nova, 635
2018, MG, Ponto Chique, 9
2018, MG, Ponto dos Volantes, 61
2018, MG, Porteirinha, 260
2018, MG, Porto Firme, 94
2018, MG, Poté, 77
2018, MG, Pouso Alegre, 1033
2018, MG, Pouso Alto, 62
2018, MG, Prados, 61
2018, MG, Prata, 190
2018, MG, Pratápolis, 97
2018, MG, Presidente Bernardes, 60
2018, MG, Presidente Juscelino, 18
2018, MG, Presidente Kubitschek, 20
2018, MG, Presidente Olegário, 133
2018, MG, Prudente de Morais, 50
2018, MG, Quartel Geral, 23
2018, MG, Raposos, 80
2018, MG, Raul Soares, 166
2018, MG, Recreio, 97
2018, MG, Reduto, 24
2018, MG, Resende Costa, 103
2018, MG, Resplendor, 180
2018, MG, Ressaquinha, 40
2018, MG, Riachinho, 28
2018, MG, Riacho dos Machados, 41
2018, MG, Ribeirão das Neves, 1017
2018, MG, Ribeirão Vermelho, 31
2018, MG, Rio Acima, 50
2018, MG, Rio Casca, 96
2018, MG, Rio Doce, 30
2018, MG, Rio do Prado, 31
2018, MG, Rio Espera, 63
2018, MG, Rio Manso, 32
2018, MG, Rio Paranaíba, 89
2018, MG, Rio Pardo de Minas, 148
2018, MG, Rio Piracicaba, 92
2018, MG, Rio Pomba, 130
2018, MG, Rio Preto, 30
2018, MG, Rio Vermelho, 86
2018, MG, Ritápolis, 30
2018, MG, Rochedo de Minas, 11
2018, MG, Rodeiro, 39
2018, MG, Romaria, 26
2018, MG, Rosário da Limeira, 47
2018, MG, Rubelita, 39
2018, MG, Rubim, 76
2018, MG, Sabara, 509
2018, MG, Sabinópolis, 119
2018, MG, Sacramento, 166
2018, MG, Salinas, 168
2018, MG, Salto da Divisa, 49
2018, MG, Santa Bárbara, 144
2018, MG, Santa Bárbara do Tugúrio, 27
2018, MG, Santa Cruz de Minas, 58
2018, MG, Santa Cruz de Salinas, 32
2018, MG, Santa Cruz do Escalvado, 30
2018, MG, Santa Efigênia de Minas, 27
2018, MG, Santa Fé de Minas, 18
2018, MG, Santa Helena de Minas, 40
2018, MG, Santa Juliana, 45
2018, MG, Santa Luzia, 977
2018, MG, Santa Margarida, 100
2018, MG, Santa Maria de Itabira, 63
2018, MG, Santa Maria do Salto, 39
2018, MG, Santa Maria do Suaçuí, 135
2018, MG, Santana da Vargem, 33
2018, MG, Santana de Cataguases, 2
2018, MG, Santana de Pirapama, 24
2018, MG, Santana do Deserto, 10
2018, MG, Santana do Garambéu, 20
2018, MG, Santana do Jacaré, 35
2018, MG, Santana do Manhuaçu, 58
2018, MG, Santana do Paraíso, 86
2018, MG, Santana do Riacho, 15
2018, MG, Santa Rita de Caldas, 59
2018, MG, Santa Rita de Ibitipoca, 16
2018, MG, Santa Rita de Jacutinga, 42
2018, MG, Santa Rita de Minas, 54
2018, MG, Santa Rita do Itueto, 27
2018, MG, Santa Rita do Sapucaí, 250
2018, MG, Santa Rosa da Serra, 16
2018, MG, Santa Vitória, 110
2018, MG, Santo Antônio do Amparo, 119
2018, MG, Santo Antônio do Aventureiro, 23
2018, MG, Santo Antônio do Grama, 43
2018, MG, Santo Antônio do Jacinto, 36
2018, MG, Santo Antonio do Monte, 169
2018, MG, Santo Antônio do Retiro, 37
2018, MG, Santo Antônio do Rio Abaixo, 14
2018, MG, Santos Dumont, 440
2018, MG, São Bento Abade, 22
2018, MG, São Brás do Suaçuí, 36
2018, MG, São Domingos das Dores, 24
2018, MG, São Domingos do Prata, 116
2018, MG, São Francisco, 319
2018, MG, São Francisco de Paula, 42
2018, MG, São Francisco de Sales, 42
2018, MG, São Francisco do Glória, 37
2018, MG, São Geraldo, 60
2018, MG, São Geraldo da Piedade, 28
2018, MG, São Gonçalo do Abaeté, 44
2018, MG, São Gonçalo do Pará, 83
2018, MG, São Gonçalo do Rio Abaixo, 57
2018, MG, São Gonçalo do Rio Preto, 29
2018, MG, São Gonçalo do Sapucaí, 184
2018, MG, São Gotardo, 241
2018, MG, São João Batista do Glória, 29
2018, MG, São João da Lagoa, 21
2018, MG, São João da Mata, 18
2018, MG, São João da Ponte, 134
2018, MG, São João das Missões, 63
2018, MG, São João Del Rei, 771
2018, MG, São João do Manhuaçu, 65
2018, MG, São João do Manteninha, 38
2018, MG, São João do Oriente, 54
2018, MG, São João do Paraíso, 61
2018, MG, São João Evangelista, 112
2018, MG, São João Nepomuceno, 213
2018, MG, São Joaquim de Bicas, 131
2018, MG, São José da Barra, 32
2018, MG, Sao Jose da Lapa, 117
2018, MG, São José da Safira, 27
2018, MG, São José do Goiabal, 37
2018, MG, São José do Jacuri, 52
2018, MG, São Lourenço, 426
2018, MG, São Miguel do Anta, 54
2018, MG, São Pedro da União, 41
2018, MG, São Pedro dos Ferros, 69
2018, MG, São Romão, 55
2018, MG, São Roque de Minas, 39
2018, MG, São Sebastião da Bela Vista, 32
2018, MG, São Sebastião da Vargem Alegre, 28
2018, MG, São Sebastião do Anta, 40
2018, MG, São Sebastião do Maranhão, 69
2018, MG, São Sebastião do Oeste, 35
2018, MG, São Sebastião do Paraíso, 548
2018, MG, São Sebastião do Rio Verde, 16
2018, MG, São Thomé das Letras, 27
2018, MG, São Tiago, 82
2018, MG, São Tomás de Aquino, 28
2018, MG, São Vicente de Minas, 58
2018, MG, Sapucaí-Mirim, 45
2018, MG, Sardoá, 44
2018, MG, Sarzedo, 118
2018, MG, Sem Peixe, 14
2018, MG, Senador Amaral, 41
2018, MG, Senador Cortes, 6
2018, MG, Senador Firmino, 84
2018, MG, Senador José Bento, 12
2018, MG, Senhora de Oliveira, 45
2018, MG, Senhora do Porto, 27
2018, MG, Senhora dos Remédios, 66
2018, MG, Sericita, 40
2018, MG, Seritinga, 9
2018, MG, Serra dos Aimorés, 52
2018, MG, Serra do Salitre, 67
2018, MG, Serrania, 59
2018, MG, Serranópolis de Minas, 38
2018, MG, Serranos, 11
2018, MG, Serro, 125
2018, MG, Sete Lagoas, 1463
2018, MG, Setubinha, 62
2018, MG, Silveirânia, 20
2018, MG, Simão Pereira, 18
2018, MG, Simonésia, 122
2018, MG, Sobrália, 41
2018, MG, Soledade de Minas, 40
2018, MG, Tabuleiro, 26
2018, MG, Taiobeiras, 253
2018, MG, Taparuba, 22
2018, MG, Tapira, 16
2018, MG, Taquaraçu de Minas, 18
2018, MG, Tarumirim, 97
2018, MG, Teixeiras, 94
2018, MG, Teófilo Otoni, 1115
2018, MG, Timoteo, 528
2018, MG, Tiros, 6
2018, MG, Tocantins, 124
2018, MG, Tocos do Moji, 20
2018, MG, Toledo, 35
2018, MG, Tombos, 70
2018, MG, Três Corações, 531
2018, MG, Três Marias, 150
2018, MG, Três Pontas, 294
2018, MG, Tumiritinga, 31
2018, MG, Tupaciguara, 221
2018, MG, Turmalina, 108
2018, MG, Turvolândia, 32
2018, MG, Ubá, 772
2018, MG, Ubaí, 81
2018, MG, Ubaporanga, 75
2018, MG, Uberaba, 2292
2018, MG, Uberlandia, 3940
2018, MG, Umburatiba, 14
2018, MG, Unaí, 472
2018, MG, União de Minas, 29
2018, MG, Uruana de Minas, 14
2018, MG, Urucania, 52
2018, MG, Urucuia, 46
2018, MG, Vargem Alegre, 44
2018, MG, Varginha, 857
2018, MG, Varjão de Minas, 24
2018, MG, Varzea da Palma, 217
2018, MG, Varzelândia, 104
2018, MG, Vazante, 145
2018, MG, Verdelândia, 58
2018, MG, Veredinha, 19
2018, MG, Vermelho Novo, 37
2018, MG, Vespasiano, 423
2018, MG, Viçosa, 475
2018, MG, Virgem da Lapa, 57
2018, MG, Virgínia, 80
2018, MG, Virginópolis, 104
2018, MG, Virgolândia, 40
2018, MG, Visconde do Rio Branco, 240
2018, MG, Volta Grande, 39
2018, MG, Acaiaca, 22
2018, MG, Albertina, 13
2018, MG, Almenara, 240
2018, MG, Aracitaba, 3
2018, MG, Arantina, 29
2018, MG, Barra Longa, 42
2018, MG, Cabeceira Grande, 27
2018, MG, Capitão Andrade, 22
2018, MG, Caranaíba, 14
2018, MG, Carvalhópolis, 22
2018, MG, Casa Grande, 16
2018, MG, Catuti, 31
2018, MG, Cedro do Abaeté, 11
2018, MG, Chácara, 29
2018, MG, Claro dos Poções, 44
2018, MG, Desterro de Entre Rios, 58
2018, MG, Desterro do Melo, 31
2018, MG, Dom Cavati, 42
2018, MG, Fama, 12
2018, MG, Fernandes Tourinho, 12
2018, MG, Imbé de Minas, 25
2018, MG, Iturama, 204
2018, MG, José Raydan, 19
2018, MG, Lagoa Grande, 60
2018, MG, Lontra, 15
2018, MG, Madre de Deus de Minas, 28
2018, MG, Medeiros, 15
2018, MG, Monjolos, 5
2018, MG, Munhoz, 26
2018, MG, Nacip Raydan, 15
2018, MG, Onça de Pitangui, 12
2018, MG, Pedra do Anta, 30
2018, MG, Piau, 8
2018, MG, Santa Bárbara do Leste, 37
2018, MG, Santana dos Montes, 18
2018, MG, Santo Antônio do Itambé, 16
2018, MG, São Félix de Minas, 26
2018, MG, São José do Alegre, 20
2018, MG, São José do Divino, 31
2018, MG, São José do Mantimento, 18
2018, MG, São Pedro do Suaçuí, 42
2018, MG, Senador Modestino Gonçalves, 32
2018, MG, Serra Azul de Minas, 20
2018, MG, Silvianópolis, 37
2018, MG, Tiradentes, 33
2018, MG, Vargem Grande do Rio Pardo, 14
2018, MG, Cachoeira da Prata, 20
2018, MG, Catas Altas da Noruega, 22
2018, MG, Claraval, 3
2018, MG, Douradoquara, 2
2018, MG, Ingaí, 9
2018, MG, José Gonçalves de Minas, 17
2018, MG, Marmelópolis, 1
2018, MG, Morro da Garça, 10
2018, MG, Pedro Teixeira, 9
2018, MG, Pintópolis, 15
2018, MG, Vargem Bonita, 16
2018, MG, Veríssimo, 7
2018, MG, Vieiras, 18
2018, MG, Wenceslau Braz, 16
2018, MG, Água Comprida, 15
2018, MG, Campanário, 8
2018, MG, Cordislândia, 12
2018, MG, Ijaci, 14
2018, MG, Santo Hipólito, 12
2018, MG, São João do Pacuí, 20
2018, MG, Pavão, 33
2018, MG, Queluzito, 14
2018, MG, São José da Varginha, 5
2018, MG, Pedra Dourada, 6
2018, MG, Santa Bárbara do Monte Verde, 1
2018, MG, Tapiraí, 3
2018, PA, Abaetetuba, 468
2018, PA, Altamira, 602
2018, PA, Barcarena, 178
2018, PA, Belém, 5051
2018, PA, Brejo Grande do Araguaia, 23
2018, PA, Breu Branco, 38
2018, PA, Breves, 213
2018, PA, Canaã dos Carajás, 115
2018, PA, Conceição do Araguaia, 227
2018, PA, Dom Eliseu, 110
2018, PA, Eldorado dos Carajás, 130
2018, PA, Igarapé-Miri, 14
2018, PA, Itaituba, 496
2018, PA, Marituba, 176
2018, PA, Monte Alegre, 219
2018, PA, Novo Progresso, 99
2018, PA, Novo Repartimento, 207
2018, PA, Ourilândia do Norte, 71
2018, PA, Pacajá, 158
2018, PA, Palestina do Pará, 21
2018, PA, Paragominas, 517
2018, PA, Parauapebas, 586
2018, PA, Rio Maria, 115
2018, PA, Rondon do Pará, 200
2018, PA, Rurópolis, 110
2018, PA, Santa Isabel do Pará, 252
2018, PA, Santana do Araguaia, 117
2018, PA, Santarem, 1907
2018, PA, São Domingos do Araguaia, 98
2018, PA, São Domingos do Capim, 68
2018, PA, São Félix do Xingu, 183
2018, PA, São Geraldo do Araguaia, 126
2018, PA, São João do Araguaia, 29
2018, PA, Tracuateua, 34
2018, PA, Tucumã, 177
2018, PA, Tucurui, 451
2018, PA, Uruará, 156
2018, PA, Vigia, 210
2018, PA, Viseu, 100
2018, PA, Vitória do Xingu, 36
2018, PA, Xinguara, 188
2018, PA, Bagre, 35
2018, PA, Limoeiro do Ajuru, 41
2018, PA, Mãe do Rio, 157
2018, PA, Maraba, 483
2018, PA, Maracanã, 6
2018, PA, Marapanim, 88
2018, PA, Santa Luzia do Pará, 55
2018, PA, Igarapé-Açu, 34
2018, PA, Ipixuna do Para, 74
2018, PA, Salinópolis, 71
2018, PA, São Francisco do Pará, 60
2018, PA, Ananindeua, 339
2018, PA, Alenquer, 101
2018, PA, Portel, 73
2018, PA, Anapu, 57
2018, PA, Aurora do Pará, 33
2018, PA, Cachoeira do Piriá, 33
2018, PA, Cametá, 102
2018, PA, Capitão Poço, 107
2018, PA, Nova Esperança do Piriá, 50
2018, PA, Prainha, 37
2018, PA, Santa Maria das Barreiras, 17
2018, PA, Almeirim, 3
2018, PA, Cumaru do Norte, 3
2018, PA, Floresta do Araguaia, 41
2018, PA, Placas, 37
2018, PA, Santa Bárbara do Pará, 35
2018, PA, Sao Miguel do Guama, 2
2018, PA, Terra Alta, 24
2018, PA, Ulianópolis, 31
2018, PA, Benevides, 33
2018, PA, Bonito, 9
2018, PA, Obidos, 25
2018, PA, Redenção, 243
2018, PA, Santarém Novo, 8
2018, PA, Tailandia, 105
2018, PA, Bragança, 8
2018, PA, Medicilândia, 40
2018, PA, Cachoeira do Arari, 1
2018, PA, Garrafão do Norte, 16
2018, PA, Curralinho, 1
2018, PA, Ponta de Pedras, 7
2018, PA, Porto de Moz, 1
2018, PA, Santa Maria do Pará, 1
2018, PB, Água Branca, 56
2018, PB, Aguiar, 24
2018, PB, Alagoa Grande, 173
2018, PB, Alagoa Nova, 132
2018, PB, Alagoinha, 101
2018, PB, Algodão de Jandaíra, 19
2018, PB, Alhandra, 105
2018, PB, Amparo, 2
2018, PB, Araçagi, 87
2018, PB, Arara, 98
2018, PB, Areia, 133
2018, PB, Areia de Baraúnas, 9
2018, PB, Areial, 40
2018, PB, Aroeiras, 178
2018, PB, Assunção, 21
2018, PB, Baía da Traição, 22
2018, PB, Baraúna, 39
2018, PB, Barra de Santana, 54
2018, PB, Barra de Santa Rosa, 80
2018, PB, Barra de São Miguel, 34
2018, PB, Bayeux, 451
2018, PB, Belém, 138
2018, PB, Belém do Brejo do Cruz, 51
2018, PB, Bernardino Batista, 16
2018, PB, Boa Ventura, 30
2018, PB, Boa Vista, 38
2018, PB, Bom Sucesso, 37
2018, PB, Bonito de Santa Fé, 43
2018, PB, Boqueirão, 127
2018, PB, Borborema, 34
2018, PB, Brejo do Cruz, 82
2018, PB, Brejo dos Santos, 28
2018, PB, Caapora, 126
2018, PB, Cabaceiras, 24
2018, PB, Cabedelo, 256
2018, PB, Cachoeira dos Índios, 52
2018, PB, Cacimba de Dentro, 124
2018, PB, Cacimbas, 39
2018, PB, Caiçara, 44
2018, PB, Cajazeiras, 448
2018, PB, Cajazeirinhas, 11
2018, PB, Campina Grande, 3862
2018, PB, Campo de Santana, 43
2018, PB, Capim, 23
2018, PB, Carrapateira, 13
2018, PB, Casserengue, 56
2018, PB, Catolé do Rocha, 211
2018, PB, Caturité, 21
2018, PB, Conceição, 131
2018, PB, Condado, 36
2018, PB, Conde, 136
2018, PB, Congo, 45
2018, PB, Coremas, 119
2018, PB, Coxixola, 14
2018, PB, Cruz do Espírito Santo, 56
2018, PB, Cuité, 121
2018, PB, Cuité de Mamanguape, 13
2018, PB, Cuitegi, 55
2018, PB, Curral de Cima, 25
2018, PB, Curral Velho, 8
2018, PB, Damião, 35
2018, PB, Diamante, 49
2018, PB, Dona Inês, 75
2018, PB, Duas Estradas, 30
2018, PB, Esperança, 200
2018, PB, Fagundes, 61
2018, PB, Frei Martinho, 37
2018, PB, Gado Bravo, 53
2018, PB, Guarabira, 494
2018, PB, Gurjão, 18
2018, PB, Ibiara, 49
2018, PB, Imaculada, 31
2018, PB, Ingá, 126
2018, PB, Itabaiana, 190
2018, PB, Itaporanga, 119
2018, PB, Itapororoca, 91
2018, PB, Itatuba, 67
2018, PB, Jacaraú, 110
2018, PB, Jericó, 37
2018, PB, Joao Pessoa, 5780
2018, PB, Juarez Távora, 38
2018, PB, Juazeirinho, 81
2018, PB, Juripiranga, 100
2018, PB, Juru, 44
2018, PB, Lagoa, 25
2018, PB, Lagoa de Dentro, 66
2018, PB, Lagoa Seca, 60
2018, PB, Lastro, 15
2018, PB, Livramento, 38
2018, PB, Logradouro, 27
2018, PB, Lucena, 60
2018, PB, Mãe D'água, 19
2018, PB, Malta, 49
2018, PB, Mamanguape, 384
2018, PB, Manaíra, 46
2018, PB, Marcação, 30
2018, PB, Mari, 130
2018, PB, Marizópolis, 26
2018, PB, Massaranduba, 57
2018, PB, Mataraca, 35
2018, PB, Maturéia, 45
2018, PB, Mogeiro, 37
2018, PB, Montadas, 36
2018, PB, Monteiro, 274
2018, PB, Mulungu, 73
2018, PB, Natuba, 40
2018, PB, Nazarezinho, 42
2018, PB, Nova Olinda, 34
2018, PB, Nova Palmeira, 21
2018, PB, Olho D'água, 28
2018, PB, Olivedos, 20
2018, PB, Ouro Velho, 13
2018, PB, Parari, 14
2018, PB, Patos, 878
2018, PB, Paulista, 82
2018, PB, Pedra Lavrada, 39
2018, PB, Pedras de Fogo, 185
2018, PB, Piancó, 100
2018, PB, Picuí, 119
2018, PB, Pilar, 84
2018, PB, Pilões, 10
2018, PB, Pilõezinhos, 36
2018, PB, Pirpirituba, 61
2018, PB, Pitimbu, 88
2018, PB, Pocinhos, 65
2018, PB, Poço Dantas, 11
2018, PB, Poço de José de Moura, 26
2018, PB, Pombal, 273
2018, PB, Prata, 25
2018, PB, Princesa Isabel, 154
2018, PB, Puxinanã, 16
2018, PB, Queimadas, 273
2018, PB, Quixabá, 12
2018, PB, Remígio, 127
2018, PB, Riachão do Poço, 14
2018, PB, Rio Tinto, 131
2018, PB, Salgado de São Félix, 86
2018, PB, Santa Cecília, 37
2018, PB, Santa Cruz, 28
2018, PB, Santa Helena, 38
2018, PB, Santa Inês, 24
2018, PB, Santa Luzia, 94
2018, PB, Santana de Mangueira, 28
2018, PB, Santana dos Garrotes, 56
2018, PB, Santarém, 7
2018, PB, Santa Rita, 852
2018, PB, Santa Teresinha, 17
2018, PB, Santo André, 26
2018, PB, São Bentinho, 25
2018, PB, São Bento, 172
2018, PB, São Domingos, 17
2018, PB, São Domingos do Cariri, 22
2018, PB, São Francisco, 26
2018, PB, São João do Cariri, 50
2018, PB, São João do Rio do Peixe, 107
2018, PB, São João do Tigre, 28
2018, PB, São José da Lagoa Tapada, 41
2018, PB, São José de Caiana, 26
2018, PB, São José de Espinharas, 26
2018, PB, São José de Piranhas, 143
2018, PB, São José de Princesa, 17
2018, PB, São José dos Cordeiros, 18
2018, PB, São José dos Ramos, 33
2018, PB, São Mamede, 48
2018, PB, São Miguel de Taipu, 40
2018, PB, São Sebastião de Lagoa de Roça, 52
2018, PB, Sapé, 341
2018, PB, Seridó, 49
2018, PB, Serra Branca, 105
2018, PB, Serra da Raiz, 19
2018, PB, Serra Redonda, 35
2018, PB, Serraria, 48
2018, PB, Sertãozinho, 39
2018, PB, Sobrado, 49
2018, PB, Solânea, 215
2018, PB, Soledade, 70
2018, PB, Sossêgo, 30
2018, PB, Sousa, 531
2018, PB, Sumé, 116
2018, PB, Taperoá, 128
2018, PB, Tavares, 64
2018, PB, Teixeira, 98
2018, PB, Tenório, 23
2018, PB, Triunfo, 49
2018, PB, Uiraúna, 98
2018, PB, Umbuzeiro, 50
2018, PB, Várzea, 19
2018, PB, Vista Serrana, 20
2018, PB, Zabelê, 13
2018, PB, Alcantil, 27
2018, PB, Catingueira, 16
2018, PB, Emas, 8
2018, PB, Igaracy, 43
2018, PB, Junco do Seridó, 30
2018, PB, Matinhas, 17
2018, PB, Passagem, 8
2018, PB, Pedra Branca, 24
2018, PB, Riacho dos Cavalos, 35
2018, PB, São José do Bonfim, 19
2018, PB, São José do Sabugi, 24
2018, PB, Serra Grande, 21
2018, PB, Vieirópolis, 18
2018, PB, Riachão, 37
2018, PB, Monte Horebe, 24
2018, PB, Pedro Régis, 25
2018, PB, Mato Grosso, 7
2018, PB, Caldas Brandão, 8
2018, PR, Abatiá, 54
2018, PR, Adrianópolis, 27
2018, PR, Agudos do Sul, 76
2018, PR, Almirante Tamandaré, 529
2018, PR, Altamira do Paraná, 31
2018, PR, Altônia, 130
2018, PR, Alto Paraná, 99
2018, PR, Alto Piquiri, 80
2018, PR, Alvorada do Sul, 78
2018, PR, Amaporã, 41
2018, PR, Ampére, 117
2018, PR, Andirá, 165
2018, PR, Ângulo, 18
2018, PR, Antonina, 108
2018, PR, Antônio Olinto, 45
2018, PR, Apucarana, 911
2018, PR, Arapongas, 830
2018, PR, Arapoti, 155
2018, PR, Araruna, 105
2018, PR, Araucaria, 710
2018, PR, Ariranha do Ivaí, 22
2018, PR, Assaí, 54
2018, PR, Assis Chateaubriand, 258
2018, PR, Astorga, 199
2018, PR, Atalaia, 22
2018, PR, Balsa Nova, 65
2018, PR, Bandeirantes, 280
2018, PR, Barbosa Ferraz, 103
2018, PR, Barracão, 52
2018, PR, Bela Vista do Paraíso, 77
2018, PR, Bituruna, 111
2018, PR, Boa Esperança, 46
2018, PR, Boa Esperança do Iguaçu, 12
2018, PR, Boa Ventura de São Roque, 25
2018, PR, Boa Vista da Aparecida, 49
2018, PR, Bocaiúva do Sul, 57
2018, PR, Bom Jesus do Sul, 32
2018, PR, Bom Sucesso, 34
2018, PR, Borrazópolis, 51
2018, PR, Braganey, 32
2018, PR, Brasilândia do Sul, 24
2018, PR, Cafeara, 16
2018, PR, Cafelândia, 58
2018, PR, Cafezal do Sul, 19
2018, PR, California, 63
